"Date","Price","Open","High","Low","Vol.","Change %"
"May 11, 2015","95.100","94.880","95.345","94.865","27.36K","0.21%"
"May 08, 2015","94.904","94.745","95.175","94.250","57.61K","0.16%"
"May 07, 2015","94.749","94.250","94.940","93.975","43.63K","0.61%"
"May 06, 2015","94.175","95.300","95.345","93.960","77.82K","-1.08%"
"May 05, 2015","95.202","95.595","96.095","94.995","48.16K","-0.45%"
"May 04, 2015","95.637","95.400","95.780","95.180","29.21K","0.20%"
"May 01, 2015","95.445","94.940","95.545","94.600","53.21K","0.77%"
"Apr 30, 2015","94.714","95.305","95.540","94.470","83.92K","-0.64%"
"Apr 29, 2015","95.322","96.245","96.295","94.750","101.56K","-0.91%"
"Apr 28, 2015","96.194","96.950","97.100","96.105","52.16K","-0.77%"
"Apr 27, 2015","96.941","97.125","97.460","96.620","40.08K","-0.16%"
"Apr 24, 2015","97.099","97.535","97.740","96.900","53.91K","-0.36%"
"Apr 23, 2015","97.454","98.230","98.645","97.335","47.03K","-0.70%"
"Apr 22, 2015","98.138","98.180","98.350","97.615","34.95K","-0.07%"
"Apr 21, 2015","98.205","98.080","98.695","97.825","38.93K","0.05%"
"Apr 20, 2015","98.160","97.600","98.305","97.515","35.00K","0.46%"
"Apr 17, 2015","97.707","97.890","98.030","97.170","57.70K","0.10%"
"Apr 16, 2015","97.614","98.580","98.925","97.470","71.19K","-0.92%"
"Apr 15, 2015","98.525","99.005","99.580","98.410","76.20K","-0.42%"
"Apr 14, 2015","98.940","99.775","99.985","98.575","65.99K","-0.83%"
"Apr 13, 2015","99.768","99.660","100.270","99.455","57.81K","0.17%"
"Apr 10, 2015","99.596","99.215","99.970","99.085","46.42K","0.20%"
"Apr 09, 2015","99.395","98.260","99.415","98.235","52.51K","1.29%"
"Apr 08, 2015","98.131","98.115","98.420","97.460","48.80K","0.08%"
"Apr 07, 2015","98.056","97.250","98.255","97.110","39.78K","1.13%"
"Apr 06, 2015","96.961","96.835","97.455","96.490","31.13K","0.17%"
"Apr 03, 2015","96.801","97.825","97.865","96.560","28.84K","-0.89%"
"Apr 02, 2015","97.673","98.435","98.565","97.555","40.55K","-0.81%"
"Apr 01, 2015","98.475","98.730","98.975","98.255","48.58K","-0.19%"
"Mar 31, 2015","98.661","98.250","99.005","98.140","45.40K","0.39%"
"Mar 30, 2015","98.281","97.620","98.375","97.575","39.92K","0.78%"
"Mar 27, 2015","97.520","97.575","98.210","97.190","56.44K","-0.17%"
"Mar 26, 2015","97.682","97.140","97.795","96.315","58.87K","0.50%"
"Mar 25, 2015","97.197","97.530","97.560","96.675","43.56K","-0.26%"
"Mar 24, 2015","97.446","97.255","97.665","96.575","70.36K","0.15%"
"Mar 23, 2015","97.298","97.800","98.550","97.060","74.92K","-0.89%"
"Mar 20, 2015","98.171","99.300","99.460","97.695","87.65K","-1.42%"
"Mar 19, 2015","99.584","97.850","99.765","97.365","96.93K","0.81%"
"Mar 18, 2015","98.781","99.990","100.120","94.765","101.77K","-1.17%"
"Mar 17, 2015","99.949","100.100","100.265","99.580","44.89K","0.47%"
"Mar 16, 2015","99.482","100.230","100.290","99.440","7.81K","-0.83%"
"Mar 13, 2015","100.314","99.180","100.380","99.180","28.71K","0.91%"
"Mar 12, 2015","99.411","99.660","100.065","98.640","72.34K","-0.37%"
"Mar 11, 2015","99.785","98.565","99.970","98.465","88.44K","1.19%"
"Mar 10, 2015","98.615","97.765","98.655","97.765","71.85K","1.06%"
"Mar 09, 2015","97.580","97.770","97.845","97.310","45.30K","-0.02%"
"Mar 06, 2015","97.604","96.390","97.755","96.320","55.09K","1.26%"
"Mar 05, 2015","96.394","95.980","96.615","95.860","37.53K","0.43%"
"Mar 04, 2015","95.986","95.385","96.070","95.365","57.09K","0.61%"
"Mar 03, 2015","95.408","95.505","95.595","95.135","21.80K","-0.07%"
"Mar 02, 2015","95.479","95.375","95.555","95.100","20.48K","0.17%"
"Feb 27, 2015","95.321","95.230","95.440","94.855","33.73K","-0.02%"
"Feb 26, 2015","95.336","94.260","95.410","94.075","56.17K","1.17%"
"Feb 25, 2015","94.235","94.445","94.475","94.165","25.31K","-0.34%"
"Feb 24, 2015","94.561","94.660","95.070","94.500","36.52K","-0.10%"
"Feb 23, 2015","94.657","94.415","95.025","94.380","27.31K","0.34%"
"Feb 20, 2015","94.340","94.475","94.890","94.110","48.78K","-0.16%"
"Feb 19, 2015","94.492","94.165","94.535","93.900","31.84K","0.25%"
"Feb 18, 2015","94.257","94.195","94.625","94.045","24.46K","0.12%"
"Feb 17, 2015","94.147","94.515","94.540","93.835","25.85K","-0.14%"
"Feb 16, 2015","94.279","94.220","94.490","93.970","10.20K","0.00%"
"Feb 13, 2015","94.279","94.320","94.415","93.975","20.76K","0.09%"
"Feb 12, 2015","94.198","95.015","95.100","94.075","41.12K","-0.94%"
"Feb 11, 2015","95.090","94.805","95.230","94.750","24.86K","0.25%"
"Feb 10, 2015","94.853","94.630","94.980","94.450","32.17K","0.29%"
"Feb 09, 2015","94.582","94.900","95.035","94.470","27.72K","-0.28%"
"Feb 06, 2015","94.851","93.730","94.920","93.680","48.61K","1.19%"
"Feb 05, 2015","93.732","94.660","94.665","93.560","28.93K","-0.46%"
"Feb 04, 2015","94.165","93.950","94.700","93.770","21.31K","0.47%"
"Feb 03, 2015","93.724","94.710","94.925","93.385","58.63K","-1.07%"
"Feb 02, 2015","94.734","94.905","95.100","94.615","23.09K","-0.28%"
"Jan 30, 2015","94.998","94.895","95.135","94.675","30.68K","-0.01%"
"Jan 29, 2015","95.011","94.875","95.260","94.520","48.16K","0.30%"
"Jan 28, 2015","94.727","94.365","94.900","94.195","33.19K","0.51%"
"Jan 27, 2015","94.250","95.325","95.325","93.955","57.00K","-0.91%"
"Jan 26, 2015","95.115","95.500","95.850","94.950","35.34K","0.07%"
"Jan 23, 2015","95.053","94.420","95.775","94.350","57.85K","0.73%"
"Jan 22, 2015","94.362","93.080","94.765","92.670","60.13K","1.31%"
"Jan 21, 2015","93.140","93.300","93.325","92.360","55.51K","-0.22%"
"Jan 20, 2015","93.349","93.050","93.385","92.840","32.22K","0.49%"
"Jan 19, 2015","92.890","92.955","93.070","92.660","16.83K","0.00%"
"Jan 16, 2015","92.890","92.565","93.565","92.380","60.08K","0.30%"
"Jan 15, 2015","92.608","92.370","93.300","91.495","80.17K","0.28%"
"Jan 14, 2015","92.345","92.460","92.635","91.800","50.46K","-0.17%"
"Jan 13, 2015","92.502","92.150","92.630","92.020","34.17K","0.34%"
"Jan 12, 2015","92.184","92.040","92.530","91.865","32.14K","0.04%"
"Jan 09, 2015","92.147","92.515","92.745","92.105","45.23K","-0.49%"
"Jan 08, 2015","92.602","92.235","92.760","92.220","28.01K","0.53%"
"Jan 07, 2015","92.115","92.000","92.510","91.900","43.83K","0.41%"
"Jan 06, 2015","91.738","91.570","91.930","91.415","44.99K","0.13%"
"Jan 05, 2015","91.622","91.730","92.050","91.550","42.51K","0.26%"
"Jan 02, 2015","91.383","90.810","91.490","90.800","44.83K","0.81%"
"Dec 31, 2014","90.647","90.255","90.665","90.155","18.53K","0.41%"
"Dec 30, 2014","90.279","90.515","90.660","90.115","25.19K","-0.24%"
"Dec 29, 2014","90.496","90.310","90.605","90.080","22.57K","0.21%"
"Dec 26, 2014","90.310","90.120","90.370","90.070","6.65K","0.10%"
"Dec 24, 2014","90.223","90.245","90.315","90.080","13.08K","-0.11%"
"Dec 23, 2014","90.326","89.945","90.405","89.845","26.08K","0.42%"
"Dec 22, 2014","89.949","89.920","89.985","89.580","16.46K","0.12%"
"Dec 19, 2014","89.841","89.510","89.880","89.380","28.39K","0.41%"
"Dec 18, 2014","89.477","89.250","89.615","89.120","33.22K","0.17%"
"Dec 17, 2014","89.326","88.190","89.365","88.085","60.78K","1.17%"
"Dec 16, 2014","88.297","88.680","88.735","87.830","56.87K","-0.31%"
"Dec 15, 2014","88.570","88.145","88.600","88.145","0.78K","0.25%"
"Dec 12, 2014","88.345","88.590","88.640","88.120","13.16K","-0.38%"
"Dec 11, 2014","88.682","87.970","88.795","87.935","45.95K","0.45%"
"Dec 10, 2014","88.287","88.685","88.820","88.195","57.05K","-0.46%"
"Dec 09, 2014","88.692","89.210","89.280","88.155","64.12K","-0.40%"
"Dec 08, 2014","89.047","89.435","89.565","88.910","45.09K","-0.35%"
"Dec 05, 2014","89.360","88.665","89.495","88.650","42.74K","0.70%"
"Dec 04, 2014","88.735","88.970","89.200","88.230","67.52K","-0.29%"
"Dec 03, 2014","88.993","88.675","89.060","88.630","34.68K","0.33%"
"Dec 02, 2014","88.703","88.025","88.730","87.995","36.44K","0.82%"
"Dec 01, 2014","87.982","88.370","88.505","87.805","43.34K","-0.49%"
"Nov 28, 2014","88.413","88.135","88.455","87.995","26.82K","0.87%"
"Nov 27, 2014","87.649","87.730","88.025","87.575","6.91K","0.00%"
"Nov 26, 2014","87.649","87.925","88.105","87.560","27.57K","-0.36%"
"Nov 25, 2014","87.962","88.225","88.400","87.870","33.88K","-0.28%"
"Nov 24, 2014","88.206","88.445","88.515","88.145","26.08K","-0.23%"
"Nov 21, 2014","88.405","87.720","88.480","87.505","55.32K","0.84%"
"Nov 20, 2014","87.667","87.780","88.010","87.540","38.42K","-0.05%"
"Nov 19, 2014","87.711","87.740","87.850","87.365","45.97K","0.08%"
"Nov 18, 2014","87.645","87.950","87.970","87.565","26.25K","-0.41%"
"Nov 17, 2014","88.010","87.650","88.055","87.230","28.65K","0.48%"
"Nov 14, 2014","87.593","87.950","88.365","87.455","54.44K","-0.18%"
"Nov 13, 2014","87.752","87.900","87.960","87.700","24.05K","-0.18%"
"Nov 12, 2014","87.906","87.765","87.980","87.470","32.51K","0.21%"
"Nov 11, 2014","87.719","87.830","88.155","87.430","26.76K","-0.22%"
"Nov 10, 2014","87.911","87.630","87.930","87.210","35.40K","0.21%"
"Nov 07, 2014","87.726","88.175","88.315","87.545","65.23K","-0.46%"
"Nov 06, 2014","88.134","87.580","88.270","87.230","55.06K","0.65%"
"Nov 05, 2014","87.567","87.105","87.720","87.050","35.20K","0.55%"
"Nov 04, 2014","87.092","87.365","87.385","86.975","32.51K","-0.36%"
"Nov 03, 2014","87.407","87.130","87.540","87.125","40.07K","0.45%"
"Oct 31, 2014","87.016","86.250","87.245","86.230","64.77K","0.91%"
"Oct 30, 2014","86.232","86.095","86.585","86.075","35.21K","0.23%"
"Oct 29, 2014","86.036","85.435","86.130","85.245","35.65K","0.66%"
"Oct 28, 2014","85.473","85.615","85.750","85.290","28.26K","-0.10%"
"Oct 27, 2014","85.561","85.800","85.800","85.475","22.24K","-0.30%"
"Oct 24, 2014","85.818","85.925","86.015","85.615","25.21K","-0.15%"
"Oct 23, 2014","85.946","85.870","86.050","85.755","20.05K","0.11%"
"Oct 22, 2014","85.854","85.470","85.895","85.325","34.25K","0.53%"
"Oct 21, 2014","85.404","85.130","85.460","84.795","32.41K","0.43%"
"Oct 20, 2014","85.038","85.330","85.470","84.990","17.65K","-0.21%"
"Oct 17, 2014","85.213","85.025","85.355","84.855","26.57K","0.20%"
"Oct 16, 2014","85.041","85.000","85.530","84.835","59.86K","-0.23%"
"Oct 15, 2014","85.241","86.035","86.130","84.525","116.40K","-0.81%"
"Oct 14, 2014","85.941","85.420","86.005","85.385","29.92K","0.25%"
"Oct 13, 2014","85.727","85.900","85.935","85.205","21.54K","-0.35%"
"Oct 10, 2014","86.031","85.655","86.105","85.515","28.19K","0.44%"
"Oct 09, 2014","85.655","85.365","85.785","85.015","55.45K","0.29%"
"Oct 08, 2014","85.407","85.755","86.030","85.290","51.01K","-0.43%"
"Oct 07, 2014","85.778","85.930","86.225","85.645","42.70K","-0.31%"
"Oct 06, 2014","86.044","86.800","86.845","85.735","43.43K","-0.90%"
"Oct 03, 2014","86.823","85.725","86.870","85.715","55.58K","1.32%"
"Oct 02, 2014","85.690","85.965","86.020","85.545","53.06K","-0.45%"
"Oct 01, 2014","86.076","86.050","86.295","85.890","38.96K","0.03%"
"Sep 30, 2014","86.047","85.740","86.335","85.620","35.42K","0.39%"
"Sep 29, 2014","85.716","85.810","85.930","85.590","21.88K","-0.06%"
"Sep 26, 2014","85.767","85.275","85.825","85.235","24.32K","0.54%"
"Sep 25, 2014","85.303","85.200","85.615","85.165","39.06K","0.17%"
"Sep 24, 2014","85.155","84.775","85.220","84.705","30.89K","0.44%"
"Sep 23, 2014","84.779","84.805","84.875","84.460","24.75K","-0.10%"
"Sep 22, 2014","84.863","84.930","84.975","84.645","18.20K","-0.00%"
"Sep 19, 2014","84.865","84.370","84.935","84.335","37.09K","0.52%"
"Sep 18, 2014","84.430","84.865","84.900","84.340","32.28K","-0.07%"
"Sep 17, 2014","84.486","84.235","84.860","84.075","66.61K","0.30%"
"Sep 16, 2014","84.231","84.375","84.495","84.005","35.28K","-0.02%"
"Sep 15, 2014","84.250","84.170","84.370","84.150","0.74K","0.01%"
"Sep 12, 2014","84.240","84.295","84.425","84.090","16.34K","-0.08%"
"Sep 11, 2014","84.304","84.255","84.355","84.080","33.30K","0.01%"
"Sep 10, 2014","84.293","84.120","84.435","84.065","58.23K","0.01%"
"Sep 09, 2014","84.284","84.350","84.525","84.050","43.28K","0.05%"
"Sep 08, 2014","84.241","83.885","84.380","83.820","43.30K","0.58%"
"Sep 05, 2014","83.757","83.935","83.965","83.585","39.22K","-0.09%"
"Sep 04, 2014","83.834","82.890","83.895","82.865","42.98K","1.14%"
"Sep 03, 2014","82.888","83.005","83.075","82.860","17.19K","-0.15%"
"Sep 02, 2014","83.010","82.780","83.060","82.780","20.30K","0.27%"
"Sep 01, 2014","82.783","82.780","82.835","82.695","6.02K","0.00%"
"Aug 29, 2014","82.783","82.495","82.790","82.445","19.82K","0.32%"
"Aug 28, 2014","82.516","82.490","82.625","82.340","19.80K","0.08%"
"Aug 27, 2014","82.449","82.690","82.755","82.425","19.54K","-0.28%"
"Aug 26, 2014","82.679","82.640","82.735","82.480","16.42K","0.10%"
"Aug 25, 2014","82.593","82.620","82.690","82.490","11.96K","0.26%"
"Aug 22, 2014","82.377","82.235","82.510","82.125","31.68K","0.21%"
"Aug 21, 2014","82.208","82.290","82.420","82.160","17.39K","-0.09%"
"Aug 20, 2014","82.280","81.940","82.330","81.930","22.18K","0.42%"
"Aug 19, 2014","81.937","81.650","81.955","81.640","24.22K","0.37%"
"Aug 18, 2014","81.631","81.500","81.660","81.430","11.65K","0.20%"
"Aug 15, 2014","81.469","81.650","81.675","81.420","22.83K","-0.22%"
"Aug 14, 2014","81.647","81.665","81.760","81.450","18.88K","-0.01%"
"Aug 13, 2014","81.657","81.575","81.735","81.415","21.24K","0.13%"
"Aug 12, 2014","81.555","81.535","81.745","81.530","15.29K","0.02%"
"Aug 11, 2014","81.535","81.470","81.550","81.465","8.32K","0.10%"
"Aug 08, 2014","81.454","81.625","81.670","81.315","27.75K","-0.19%"
"Aug 07, 2014","81.605","81.500","81.720","81.450","27.73K","0.12%"
"Aug 06, 2014","81.507","81.615","81.775","81.465","27.74K","-0.13%"
"Aug 05, 2014","81.611","81.400","81.705","81.370","24.50K","0.25%"
"Aug 04, 2014","81.405","81.395","81.460","81.360","11.58K","0.03%"
"Aug 01, 2014","81.377","81.530","81.615","81.265","33.88K","-0.18%"
"Jul 31, 2014","81.523","81.500","81.660","81.465","24.11K","0.01%"
